brand,model,2G_bands,3G_bands,4G_bands,weight_g,SIM,display_size(inches),Pixel_height,Pixel_width,OS,CPU(core),internal_memory(GB),RAM(GB),primary_camera(MP),secondary_camera(MP),audio_jack,WIFI,bluetooth,GPS,radio,Battery(Mah),Aprox Price INR
alcatel,Pop S9,Yes,Yes,Yes,182,Single,5.9,720,1280,Android,4,8,1,8,2,Yes,Yes,Yes,Yes,Yes,3400,22400
alcatel,Pop S7,Yes,Yes,Yes,162,Yes,5,540,960,Android,4,4,1,5,1,Yes,Yes,Yes,Yes,Yes,3000,11200
alcatel,Pop S3,Yes,Yes,Yes,130,Yes,4,480,800,Android,4,4,1,5,1,Yes,Yes,Yes,Yes,Yes,145,9600
alcatel,Fire 7, N/A,No,No,285,No,7,540,960,Firefox,2,0,0,1,1,Yes,Yes,Yes,Yes,Yes,1000,6400
alcatel,Fire S,Yes,Yes,Yes,126,Micro,4.5,540,960,Firefox,4,4,1,5,2,Yes,Yes,Yes,Yes,Yes,145,12800
alcatel,Fire E,Yes,Yes,No,103,Yes,4.5,540,960,Firefox,2,4,1,5,1,Yes,Yes,Yes,Yes,Yes,1700,5600
alcatel,Fire C,Yes,Yes,No,100,Yes,3.5,320,480,Firefox,2,4,1,1,0,Yes,Yes,Yes,Yes,Yes,1300,2400
alcatel,Idol 2 S,Yes,Yes,Yes,126,Micro,5,720,1280,Android,4,8,1,8,1.3,Yes,Yes,Yes,Yes,No,2150,22400
alcatel,Idol 2,Yes,Yes,No,128,Single,5,540,960,Android,4,8,1,8,2,Yes,Yes,Yes,Yes,No,145,16000
alcatel,Idol 2 Mini S,Yes,Yes,Yes,116,Micro,4.5,540,960,Android,4,0,1,8,2,Yes,Yes,Yes,Yes,Yes,145,16000
alcatel,Idol 2 Mini,Yes,Yes,No,110,Single,4.5,540,960,Android,4,4,1,8,1,Yes,Yes,Yes,Yes,Yes,1700,12800
alcatel,Pop Fit,Yes,Yes,No,78,Yes,2.8,240,320,Android,2,4,1,2,0,Yes,Yes,Yes,Yes,Yes,1000,7200
alcatel,2001,Yes,No,No,89,Mini,2.4,240,320,No,1,0,0,2,0,Yes,No,Yes,No,Yes,1000,4800
alcatel,145,Yes,No,No,89,Mini,2.4,240,320,No,1,0,0,0,0,Yes,No,Yes,No,Yes,1000,12800
alcatel,Idol X+,Yes,Yes,No,125,Dual,5,1080,1920,Android,8,16,2,13.1,2,Yes,Yes,Yes,Yes,Yes,2500,23200
alcatel,Pop C9,Yes,Yes,No,189,Dual,5.5,540,960,Android,4,4,1,8,2,Yes,Yes,Yes,Yes,Yes,2500,11200
alcatel,POP 8,Yes,Yes,No,325,Yes,8,800,1280,Android,4,4,1,2,1,Yes,Yes,Yes,Yes,No,4100,12800
alcatel,POP 7,Yes,Yes,No,285,Micro,7,600,1024,Android,2,4,1,2,1,Yes,Yes,Yes,Yes,No,3240,12800
alcatel,Fierce,Yes,Yes,No,130,Micro,4.5,540,960,Android,4,4,1,5,1,Yes,Yes,Yes,Yes,Yes,1800,8800
alcatel,Evolve,Yes,Yes,No,136.5,Mini,4,480,800,Android,1,4,1,5,1,Yes,Yes,Yes,Yes,Yes,1400,5600
alcatel,Pop C7,Yes,Yes,No,162,Single,5,480,854,Android,4,4,1,5,1,Yes,Yes,Yes,Yes,Yes,1900,10400
alcatel,Pop C5,Yes,Yes,No,157,Single,4.5,480,854,Android,2,4,1,5,1,Yes,Yes,Yes,Yes,Yes,1800,8000
alcatel,Pop C3,Yes,Yes,No,110,Single,4,480,800,Android,2,4,1,5,1,Yes,Yes,Yes,Yes,Yes,1300,6400
alcatel,Pop C1,Yes,Yes,No,100,Single,3.5,320,480,Android,2,4,1,2,0,Yes,Yes,Yes,Yes,Yes,1300,5600
alcatel,Idol Alpha,Yes,Yes,No,117.4,Micro,4.7,720,1280,Android,4,16,1,13,1.3,Yes,Yes,Yes,Yes,Yes,145,28800
alcatel,One Touch Evo 8HD, N/A,No,No,415,No,8,768,1024,Android,2,4,1,3.15,2,Yes,Yes,Yes,Yes,No,4160,12800
alcatel,Hero,Yes,Yes,No,177.6,Single,6,1080,1920,Android,4,8,2,13,2,Yes,Yes,Yes,Yes,Yes,3400,29600
alcatel,Idol S,Yes,Yes,Yes,110,Micro,4.7,720,1280,Android,2,4,1,8,1.3,Yes,Yes,Yes,Yes,Yes,145,12800
alcatel,Idol Mini,Yes,Yes,No,96,Dual,4.3,480,854,Android,2,4,1,5,1,Yes,Yes,Yes,Yes,Yes,1700,10400
alcatel,One Touch T10, N/A,No,No,340,No,7,480,800,Android,1,4,1,1,0,Yes,Yes,No,No,No,3000,10400
alcatel,One Touch Snap LTE,Yes,Yes,Yes,110,Micro,4.65,480,854,Android,2,4,1,8,2,Yes,Yes,Yes,Yes,Yes,2200,12800
alcatel,One Touch Pixi,Yes,Yes,No,118,Single,3.5,320,480,Android,1,1,256,2,0,Yes,Yes,Yes,No,Yes,1300,4000
alcatel,One Touch Snap,Yes,Yes,No,110,Single,4.5,540,960,Android,4,4,1,8,1.3,Yes,Yes,Yes,Yes,Yes,1800,12800
alcatel,Idol X,Yes,Yes,No,130,Single,5,1080,1920,Android,4,8,2,13.1,2.1,Yes,Yes,Yes,Yes,Yes,145,29600
alcatel,One Touch Fire,Yes,Yes,No,108,Mini,3.5,320,480,Firefox,1,1,1,3.15,0,Yes,Yes,Yes,Yes,Yes,1400,9600
alcatel,One Touch Star,Yes,Yes,No,110,Single,4,480,800,Android,2,4,1,5,1,Yes,Yes,Yes,Yes,Yes,160,17600
alcatel,One Touch Scribe Easy,Yes,Yes,No,163,Single,5,480,800,Android,2,4,1,5,1,Yes,Yes,Yes,Yes,Yes,2500,13600
alcatel,One Touch Evo 7, N/A,No,No,390,Single,7,600,1024,Android,1,4,1,1,0,No,Yes,Yes,Yes,No,1000,8000
alcatel,One Touch Evo 7 HD, N/A,No,No,350,Single,7,800,1280,Android,2,4,1,3,1,No,Yes,Yes,Yes,No,1000,11200
alcatel,One Touch Tab 8 HD, N/A,No,No,400,No,8,768,1024,Android,2,8,1,2,1,Yes,Yes,Yes,Yes,No,1000,11200
alcatel,One Touch Tab 7, N/A,No,No,350,No,7,600,1024,Android,1,4,1,1,0,Yes,Yes,Yes,No,No,3240,8000
alcatel,One Touch Tab 7 HD, N/A,No,No,350,No,7,800,1280,Android,2,8,1,2,1,Yes,Yes,Yes,Yes,No,3300,8800
alcatel,One Touch Idol Ultra,Yes,Yes,No,115,Micro,4.65,720,1280,Android,2,16,1,8,1.3,No,Yes,Yes,Yes,Yes,1800,21600
alcatel,One Touch Idol,Yes,Yes,No,109,Single,4.66,540,960,Android,2,4,1,8,2,Yes,Yes,Yes,Yes,Yes,1800,18400
alcatel,One Touch T'Pop,Yes,Yes,No,118,Mini,3.5,320,480,Android,1,1,256,2,0,Yes,Yes,Yes,Yes,Yes,1400,8000
alcatel,One Touch S'Pop,Yes,Yes,No,122,Mini,3.5,320,480,Android,1,4,1,3.15,1,Yes,Yes,Yes,Yes,Yes,1400,8000
alcatel,One Touch M'Pop,Yes,Yes,No,136.5,Single,4,480,800,Android,1,4,1,5,1,Yes,Yes,Yes,Yes,Yes,1400,11200
alcatel,One Touch X'Pop,Yes,Yes,No,139,Mini,4.5,540,960,Android,2,4,1,5,1,Yes,Yes,Yes,Yes,Yes,1800,12000
alcatel,One Touch Scribe HD-LTE,Yes,Yes,Yes,135,Micro,5,720,1280,Android,4,4,1,8,1.3,Yes,Yes,Yes,Yes,Yes,2500,28000
alcatel,One Touch Scribe X,Yes,Yes,No,110,Micro,5,1080,1920,Android,4,4,1,12,1,Yes,Yes,Yes,Yes,Yes,2500,49600
alcatel,One Touch Scribe HD,Yes,Yes,No,135,Micro,5,720,1280,Android,4,4,1,8,1,Yes,Yes,Yes,Yes,Yes,2500,17600
alcatel,View,Yes,Yes,No,110,Yes,4,480,800,Microsoft,1,4,1,5,1,Yes,Yes,Yes,Yes,No,160,10400
alcatel,OT-983,Yes,Yes,No,136,Mini,3.5,320,480,Android,1,1,1,3.15,0,Yes,Yes,Yes,Yes,Yes,1300,4000
alcatel,OT-997D,Yes,Yes,No,143,Dual,4.3,480,800,Android,2,4,1,8,1,Yes,Yes,Yes,Yes,Yes,1800,22400
alcatel,OT-997,Yes,Yes,No,143,Mini,4.3,480,800,Android,2,4,1,8,1,Yes,Yes,Yes,Yes,Yes,1800,20000
alcatel,OT-992D,Yes,Yes,No,110,Dual,4,480,800,Android,2,4,1,5,1,Yes,Yes,Yes,Yes,Yes,160,8800
alcatel,OT-978,Yes,Yes,No,144.5,Mini,4,480,800,Android,1,1,0,3.15,1,Yes,Yes,Yes,Yes,Yes,1000,16800
alcatel,OT-988 Shockwave,Yes,Yes,No,155,Mini,3.5,320,480,Android,1,1,1,3.15,0,Yes,Yes,Yes,Yes,Yes,1400,30400
alcatel,OT-993,Yes,Yes,No,150,Mini,4,480,800,Android,1,3,0,5,1,Yes,Yes,Yes,Yes,Yes,160,12000
alcatel,OT-903,Yes,Yes,No,114,Single,2.8,240,320,Android,1,1,0,2,0,Yes,Yes,Yes,Yes,Yes,1300,4000
alcatel,OT-838,Yes,No,No,101,Mini,2.4,320,240,No,1,2,0,2,0,Yes,Yes,Yes,No,Yes,1000,4800
alcatel,OT-668,Yes,No,No,76,Mini,1.77,128,160,No,1,2,0,2,0,Yes,No,Yes,No,Yes,650,4000
alcatel,OT-605,Yes,No,No,110,Mini,2.4,240,320,No,1,0,0,1,0,Yes,No,Yes,No,Yes,850,10400
alcatel,OT-986,Yes,Yes,No,110,Mini,4.5,720,1280,Android,2,8,1,5,2,Yes,Yes,Yes,Yes,Yes,1800,20000
alcatel,OT-991,Yes,Yes,No,131.3,Mini,4,320,480,Android,1,1,0,3.15,1,Yes,Yes,Yes,Yes,Yes,160,10400
alcatel,OT-916,Yes,Yes,No,126,Mini,2.6,100,11,Android,1,1,0,3.15,0,Yes,Yes,Yes,Yes,Yes,160,9600
alcatel,OT-720,Yes,No,No,93,Mini,2.8,240,320,No,1,2,0,2,0,Yes,Yes,Yes,No,Yes,1000,4800
alcatel,OT-902,Yes,Yes,No,103.2,Mini,2.4,320,240,No,1,50,0,3.15,0,Yes,Yes,Yes,No,Yes,1000,4000
alcatel,OT-819 Soul,Yes,No,No,103,Dual,2.4,320,240,No,1,0,0,2,0,No,Yes,Yes,No,Yes,1000,8800
alcatel,OT-870,Yes,Yes,No,126.8,Mini,2,320,240,No,1,50,0,2,0,Yes,No,Yes,Yes,Yes,850,8800
alcatel,OT-595,Yes,No,No,101,Mini,2,220,176,No,1,2,0,2,0,Yes,No,Yes,No,Yes,850,8800
alcatel,OT-358,Yes,No,No,76,Mini,2,220,176,No,1,0.8,0,1,0,Yes,No,No,No,Yes,650,1600
alcatel,OT-310,Yes,No,No,76,Mini,1.8,160,128,No,1,0.4,0,0,0,No,No,No,No,Yes,500,9600
alcatel,OT-318D,Yes,No,No,71,Dual,1.8,120,160,No,1,0.2,0,1,0,Yes,No,Yes,No,Yes,650,9600
alcatel,OT-317D,Yes,No,No,71,Dual,1.8,120,160,No,1,0.2,0,1,0,Yes,No,No,No,Yes,650,9600
alcatel,OT-308,Yes,No,No,69,Mini,1.5,128,128,No,1,1,0,1,0,Yes,No,No,No,Yes,500,2400
alcatel,OT-282,Yes,No,No,88,Mini,1.8,160,128,No,1,0,0,0,0,No,No,No,No,Yes,1000,4800
alcatel,OT-292,Yes,No,No,67,Mini,1.8,128,160,No,1,0,0,0,0,No,No,No,No,Yes,500,11600
alcatel,OT-228,Yes,No,No,63,Mini,1.45,128,128,No,1,0,0,0,0,No,No,No,No,Yes,500,1600
alcatel,OT-915,Yes,Yes,No,123.4,Mini,2.8,240,320,Android,1,0,0,5,0,Yes,Yes,Yes,Yes,Yes,1000,11600
alcatel,OT-985,Yes,Yes,No,136,Mini,3.5,320,480,Android,1,1,256,3.15,1,Yes,Yes,Yes,Yes,Yes,1300,8800
alcatel,OT-810D,Yes,No,No,93.8,Dual,2.4,320,240,No,1,70,0,2,0,Yes,No,Yes,No,Yes,850,4800
alcatel,OT-810,Yes,No,No,93.8,Mini,2.4,320,240,No,1,50,0,2,0,Yes,No,Yes,No,Yes,850,11600
alcatel,OT-906,Yes,Yes,No,103,Mini,2.8,240,320,Android,1,1,0,2,0,Yes,Yes,Yes,Yes,Yes,1150,11600
alcatel,OT-995,Yes,Yes,No,124,Mini,4.3,480,800,Android,1,2,1,5,1,Yes,Yes,Yes,Yes,Yes,160,17600
alcatel,OT-990,Yes,Yes,No,144,Mini,3.5,320,480,Android,1,1,0,5,1,Yes,Yes,Yes,Yes,Yes,1300,8800
alcatel,OT-910,Yes,Yes,No,110,Mini,2.8,240,320,Android,1,1,0,5,0,Yes,Yes,Yes,Yes,Yes,1300,11600
alcatel,OT-908F,Yes,No,No,120,Mini,2.8,240,320,Android,1,0,0,2,0,Yes,Yes,Yes,Yes,Yes,1000,11600
alcatel,OT-908,Yes,Yes,No,120,Mini,2.8,240,320,Android,1,1,0,2,0,Yes,Yes,Yes,Yes,Yes,1300,6400
alcatel,OT-905,Yes,Yes,No,96.4,Mini,2.8,240,320,No,1,50,0,2,0,Yes,No,Yes,No,Yes,850,11600
alcatel,OT-900,Yes,Yes,No,110,Mini,2.4,320,240,No,1,50,0,2,0,Yes,No,Yes,No,Yes,1000,11600
alcatel,OT-891 Soul,Yes,Yes,No,100,Mini,2.8,320,240,Android,1,1,0,2,0,Yes,Yes,Yes,Yes,Yes,1000,11600
alcatel,OT-918,Yes,Yes,No,123,Mini,3.2,320,480,Android,1,1,256,3.15,0,Yes,Yes,Yes,Yes,Yes,1300,8000
alcatel,OT-918D,Yes,Yes,No,123,Dual,3.2,320,480,Android,1,1,256,3.15,0,Yes,Yes,Yes,Yes,Yes,1300,10400
alcatel,OT-890D,Yes,No,No,100.7,Dual,2.8,320,240,Android,1,1,0,2,0,Yes,Yes,Yes,Yes,Yes,1000,11600
alcatel,OT-890,Yes,No,No,100.7,Mini,2.8,320,240,Android,1,1,0,2,0,Yes,Yes,Yes,Yes,Yes,1000,6400
alcatel,OT-888,Yes,No,No,146,Mini,3.2,240,400,No,1,50,0,2,0,Yes,No,Yes,No,Yes,850,11600
alcatel,OT-818,Yes,No,No,100.5,Mini,3.2,240,400,No,1,50,0,2,0,Yes,No,Yes,No,Yes,1000,12000
alcatel,OT-813F,Yes,No,No,102.5,Mini,2.4,320,240,No,1,50,0,2,0,Yes,Yes,Yes,No,Yes,1000,12000
alcatel,OT-813D,Yes,No,No,101,Dual,2.4,320,240,No,1,50,0,2,0,Yes,Yes,Yes,No,Yes,1000,12000
alcatel,OT-807,Yes,No,No,105,Mini,2.8,320,240,No,1,60,0,2,0,Yes,Yes,Yes,No,Yes,850,12000
alcatel,OT-803,Yes,No,No,102.5,Mini,2.4,320,240,No,1,50,0,2,0,Yes,No,Yes,No,Yes,1000,12000
alcatel,OT-799 Play,Yes,No,No,100.6,Mini,2.4,320,240,No,1,70,0,2,0,No,No,Yes,No,Yes,850,12000
alcatel,OT-690,Yes,Yes,No,110,Mini,2,176,220,No,1,0,0,2,0,Yes,No,Yes,No,Yes,850,12000
alcatel,OT-665,Yes,No,No,77,Mini,1.77,128,160,No,1,2,0,2,0,Yes,No,Yes,No,Yes,650,12000
alcatel,OT-602,Yes,No,No,110,Mini,2.4,240,320,No,1,3,0,2,0,Yes,No,Yes,No,Yes,850,4000
alcatel,OT-585,Yes,No,No,87,Mini,2,220,176,No,1,2,0,2,0,Yes,No,Yes,No,Yes,850,10400
alcatel,OT-506,Yes,No,No,80,Mini,1.77,128,160,No,1,2,0,2,0,Yes,No,Yes,No,Yes,650,10400
alcatel,OT-385,Yes,No,No,85,Mini,2,220,176,No,1,0.4,0,1,0,Yes,No,No,No,Yes,850,10400
alcatel,OT-361,Yes,No,No,74,Mini,1.77,128,160,No,1,1.8,0,1,0,Yes,No,Yes,No,Yes,650,10400
alcatel,OT-355,Yes,No,No,80,Mini,1.8,160,128,No,1,0.7,0,1,0,Yes,No,No,No,Yes,650,10400
alcatel,OT-330,Yes,Yes,No,110,Mini,1.8,128,160,No,1,0,0,0,0,Yes,No,No,No,Yes,850,10400
alcatel,OT-306,Yes,No,No,80,Mini,1.45,128,128,No,1,2,0,1,0,No,No,No,No,Yes,500,10400
alcatel,OT-223,Yes,No,No,70,Mini,1.45,128,128,No,1,0,0,0,0,No,No,No,No,Yes,500,10400
alcatel,OT-217,Yes,No,No,62,Mini,1.45,128,128,No,1,0,0,0,0,No,No,No,No,Yes,500,2400
alcatel,OT-213,Yes,No,No,66,Mini,1.45,128,128,No,1,0,0,0,0,No,No,No,No,Yes,500,11520
alcatel,OT-209,Yes,No,No,68,Mini,1.45,128,128,No,1,0,0,0,0,No,No,No,No,Yes,500,11520
alcatel,OT-117,Yes,No,No,61,Mini,1.32,96,64,No,1,0,0,0,0,No,No,No,No,Yes,500,11520
alcatel,OT-113,Yes,No,No,67,Mini,1.32,96,64,No,1,0,0,0,0,No,No,No,No,Yes,500,11520
alcatel,OT-112,Yes,No,No,67,Mini,1.32,96,64,No,1,0,0,0,0,No,No,No,No,No,500,11520
alcatel,OT-109,Yes,No,No,65,Mini,1.32,96,64,No,1,0,0,0,0,No,No,No,No,Yes,500,11520
alcatel,OT-105,Yes,No,No,65,Mini,1.32,96,64,No,1,0,0,0,0,No,No,No,No,No,500,11520
alcatel,OT-706,Yes,No,No,80,Mini,2.4,240,320,No,1,1,0,1.3,0,Yes,No,Yes,No,Yes,650,11520
alcatel,Net,Yes,No,No,102,Mini,2.4,320,240,No,1,80,0,2,0,No,No,Yes,No,Yes,850,11520
alcatel,OT-808,Yes,No,No,113,Mini,2.4,320,240,No,1,80,0,2,0,No,No,Yes,No,Yes,850,5600
alcatel,OT-606 One Touch CHAT,Yes,No,No,109.2,Mini,2.2,240,320,No,1,4,0,1,0,Yes,No,Yes,No,Yes,670,3200
alcatel,OT-255,Yes,No,No,76,Mini,1.8,128,160,No,1,1.8,0,0,0,No,No,No,No,Yes,650,8000
alcatel,OT-252,Yes,No,No,110,Mini,1.8,160,128,No,1,0,0,0,0,No,No,No,No,Yes,500,8000
alcatel,OT-710,Yes,No,No,85,Mini,2.83,240,320,No,1,3.5,0,2,0,Yes,No,Yes,No,Yes,850,4000
alcatel,OT-108,Yes,No,No,65,Mini,1.32,96,64,No,1,0,0,0,0,No,No,No,No,Yes,500,8000
alcatel,OT-216,Yes,No,No,60,Mini,1.5,128,128,No,1,0,0,1,0,No,No,No,No,Yes,650,8000
alcatel,OT-206,Yes,No,No,60,Mini,1.5,128,128,No,1,0,0,1,0,No,No,No,No,Yes,650,2400
alcatel,OT-909 One Touch MAX,Yes,Yes,No,105,Mini,2.8,240,320,No,1,88,0,2,0,Yes,No,Yes,Yes,Yes,1000,8000
alcatel,Miss Sixty,Yes,No,No,120,Mini,2.4,240,320,No,1,60,0,2,0,Yes,No,Yes,No,Yes,850,8000
alcatel,OT-880 One Touch XTRA,Yes,No,No,118,Mini,2.4,320,240,No,1,60,0,2,0,Yes,No,Yes,No,Yes,850,8000
alcatel,OT-208,Yes,No,No,65,Mini,1.45,128,128,No,1,0,0,0,0,No,No,No,No,Yes,500,8000
alcatel,OT-301,Yes,No,No,69,Mini,1.5,128,128,No,1,2,0,1,0,No,No,Yes,No,Yes,500,8000
alcatel,OT-300,Yes,No,No,66,Mini,1.45,128,128,No,1,2,0,1,0,No,No,No,No,Yes,500,8000
alcatel,OT-980,Yes,Yes,No,152,Mini,2.8,240,320,Android,1,1,0,2,0,Yes,Yes,Yes,Yes,No,1150,8000
alcatel,OT-806,Yes,No,No,105,Mini,2.8,320,240,No,1,70,0,2,0,Yes,Yes,Yes,No,Yes,850,12000
alcatel,OT-802 Wave,Yes,No,No,103,Mini,2.4,320,240,No,1,60,0,2,0,No,No,Yes,No,Yes,850,8000
alcatel,OT-305,Yes,No,No,67.4,Mini,1.45,128,128,No,1,2,0,1,0,No,No,No,No,Yes,500,8000
alcatel,OT-380,Yes,No,No,90,Mini,1.8,128,160,No,1,2,0,1,0,No,No,Yes,No,Yes,650,8000
alcatel,OT-505,Yes,No,No,69.6,Mini,1.77,128,160,No,1,2,0,1,0,No,No,Yes,No,Yes,650,8000
alcatel,OT-508A,Yes,No,No,69.6,Mini,1.8,128,160,No,1,2,0,1,0,No,No,Yes,No,Yes,750,8000
alcatel,OT-565,Yes,No,No,69.6,Mini,1.77,128,160,No,1,2,0,1,0,No,No,Yes,No,Yes,650,8000
alcatel,OT-106,Yes,No,No,60,Mini,1.32,94,64,No,1,0,0,0,0,No,No,No,No,No,650,8000
alcatel,OT-800 One Touch CHROME,Yes,No,No,102,Mini,2.2,320,240,No,1,20,0,2,0,No,No,Yes,No,Yes,850,8000
alcatel,OT-800 One Touch Tribe,Yes,No,No,103,Mini,2.2,320,240,No,1,20,0,2,0,No,No,Yes,No,Yes,850,11200
alcatel,OT-708 One Touch MINI,Yes,No,No,82,Mini,2.4,240,320,No,1,5,0,1.3,0,No,No,Yes,No,Yes,750,10400
alcatel,OT-660,Yes,No,No,82,Mini,1.8,128,160,No,1,10,0,1.3,0,No,No,Yes,No,Yes,750,4000
alcatel,OT-383,Yes,No,No,73,Mini,1.8,128,160,No,1,2,0,1,0,No,No,Yes,No,Yes,650,2400
alcatel,OT-203,Yes,No,No,63,Mini,1.5,128,128,No,1,0,0,0,0,No,No,No,No,Yes,650,1600
alcatel,OT-103,Yes,No,No,63,Mini,1.3,96,64,No,1,0,0,0,0,No,No,No,No,No,650,1600
alcatel,OT-600,Yes,No,No,90,Mini,1.8,128,160,No,1,2,0,1.3,0,No,No,Yes,No,No,750,3200
alcatel,Crystal,Yes,No,No,85,Mini,1.8,128,160,No,1,10,0,1.3,0,No,No,Yes,No,No,720,8000
alcatel,Miss Sixty 2009,Yes,No,No,85,Mini,1.8,128,160,No,1,10,0,1.3,0,No,No,Yes,No,Yes,750,8000
alcatel,ELLE GlamPhone,Yes,No,No,85,Mini,1.8,128,160,No,1,10,0,1.3,0,No,No,Yes,No,No,720,8000
alcatel,OT-363,Yes,No,No,73,Mini,1.8,128,160,No,1,2,0,1,0,No,No,Yes,No,Yes,650,4000
alcatel,Roadsign,Yes,No,No,83,Mini,1.8,128,160,No,1,10,0,1,0,No,No,Yes,No,No,750,8000
alcatel,OT-303,Yes,No,No,66,Mini,1.8,128,160,No,1,2,0,1,0,No,No,No,No,Yes,650,8000
alcatel,OT-222,Yes,No,No,71,Mini,1.45,128,128,No,1,0,0,0,0,No,No,No,No,Yes,650,8000
alcatel,OT-280,Yes,No,No,88,Mini,1.8,128,160,No,1,1,0,0,0,No,No,No,No,No,650,8000
alcatel,OT-202,Yes,No,No,69,Mini,1.3,96,64,No,1,0,0,0,0,No,No,No,No,No,720,8000
alcatel,OT-S121,Yes,No,No,60,Mini,1.3,98,64,No,1,0,0,0,0,No,No,No,No,Yes,670,8000
alcatel,OT-111,Yes,No,No,60,Mini,1.3,98,64,No,1,0,0,0,0,No,No,No,No,No,670,8000
alcatel,OT-102,Yes,No,No,69,Mini,1.3,96,64,No,1,0,0,0,0,No,No,No,No,No,720,8000
alcatel,Mandarina Duck Moon,Yes,No,No,83,Mini,,128,160,No,1,10,0,1,0,No,No,Yes,No,No,750,8000
alcatel,Mandarina Duck,Yes,No,No,83,Mini,,128,160,No,1,10,0,1,0,No,No,Yes,No,No,750,8000
alcatel,OT-I650 SPORT,Yes,No,No,75,Mini,1.8,128,160,No,1,2,0,1.3,0,No,No,Yes,No,No,1000,8000
alcatel,OT-I650 PRO,Yes,No,No,75,Mini,1.8,128,160,No,1,2,0,1.3,0,No,No,Yes,No,Yes,1000,8000
alcatel,OT-V770,Yes,No,No,75,Mini,1.9,176,220,No,1,10,0,1.3,0,Yes,No,Yes,No,No,750,8000
alcatel,OT-V670,Yes,No,No,83,Mini,1.8,128,160,No,1,10,0,1,0,No,No,Yes,No,No,750,8000
alcatel,OT-V607A,Yes,No,No,83,Mini,1.8,128,160,No,1,2,0,1,0,No,No,No,No,No,750,8000
alcatel,OT-V570,Yes,No,No,78,Mini,1.8,128,160,No,1,2,0,1,0,No,No,No,No,No,750,8000
alcatel,OT-V270,Yes,No,No,70,Mini,1.5,128,128,No,1,0,0,0,0,No,No,No,No,No,750,8000
alcatel,OT-V212,Yes,No,No,110,Mini,1.5,128,128,No,1,0,0,0,0,No,No,No,No,No,670,8000
alcatel,OT-S626A,Yes,No,No,83,Mini,1.8,128,160,No,1,10,0,1.3,0,No,No,Yes,No,No,750,8000
alcatel,OT-S521A,Yes,No,No,83,Mini,1.8,128,160,No,1,2,0,1,0,No,No,No,No,No,750,8000
alcatel,OT-S520,Yes,No,No,69,Mini,1.8,128,160,No,1,2,0,1,0,No,No,No,No,No,750,8000
alcatel,OT-S621,Yes,No,No,69,Mini,1.8,128,160,No,1,10,0,1.3,0,No,No,Yes,No,No,750,8000
alcatel,OT-S920,Yes,Yes,No,90,Mini,1.9,176,220,No,1,40,0,1.3,0,No,No,Yes,No,No,800,8000
alcatel,OT-S320,Yes,No,No,90,Mini,1.8,128,160,No,1,2,0,0,0,No,No,Yes,No,Yes,750,8000
alcatel,OT-S319,Yes,No,No,90,Mini,1.8,128,160,No,1,2,0,0,0,No,No,No,No,No,750,8000
alcatel,OT-S218,Yes,No,No,70,Mini,1.8,128,160,No,1,2,0,0,0,No,No,Yes,No,Yes,670,8000
alcatel,OT-S215A,Yes,No,No,70,Mini,1.8,128,160,No,1,2,0,0,0,No,No,No,No,Yes,670,8000
alcatel,OT-S211,Yes,No,No,60,Mini,1.5,128,128,No,1,0,0,0,0,No,No,No,No,Yes,670,8000
alcatel,OT-S210,Yes,No,No,70,Mini,1.5,128,128,No,1,0,0,0,0,No,No,No,No,No,670,8000
alcatel,OT-S120,Yes,No,No,110,Mini,1.3,96,64,No,1,0,0,0,0,No,No,No,No,No,670,8000
alcatel,OT-S107,Yes,No,No,69,Mini,1.3,96,64,No,1,0,0,0,0,No,No,No,No,No,720,8000
alcatel,ELLE No 3,Yes,No,No,99,Mini,1.9,176,220,No,1,12,0,1.3,0,No,No,Yes,No,No,700,9600
alcatel,OT-C825,Yes,No,No,99,Mini,,176,220,No,1,10,0,1.3,0,No,No,Yes,No,No,700,8000
alcatel,OT-C717,Yes,No,No,85,Mini,1.8,128,160,No,1,10,0,1.3,0,No,No,Yes,No,No,720,8000
alcatel,OT-C707,Yes,No,No,83,Mini,1.8,128,160,No,1,10,0,1,0,No,No,No,No,No,750,8000
alcatel,OT-C701,Yes,No,No,83,Mini,1.8,128,160,No,1,10,0,1,0,No,No,Yes,No,No,750,4800
alcatel,OT-C700A,Yes,No,No,83,Mini,1.8,128,160,No,1,2,0,1,0,No,No,No,No,No,750,8000
alcatel,OT-C507,Yes,No,No,75,Mini,1.5,128,128,No,1,1,0,1,0,No,No,Yes,No,No,750,8000
alcatel,OT-E227,Yes,No,No,70,Mini,1.5,128,128,No,1,0,0,0,0,No,No,No,No,No,750,8000
alcatel,OT-E225,Yes,No,No,81,Mini,,102,80,No,1,0,0,0,0,No,No,No,No,No,650,8000
alcatel,OT-E221,Yes,No,No,70,Mini,1.5,128,128,No,1,0,0,0,0,No,No,No,No,No,750,8000
alcatel,OT-E207,Yes,No,No,69,Mini,,96,76,No,1,0,0,0,0,No,No,No,No,No,720,8000
alcatel,OT-E205,Yes,No,No,80,Mini,,102,80,No,1,0,0,0,0,No,No,No,No,No,650,8000
alcatel,OT-E201,Yes,No,No,69,Mini,,96,76,No,1,0,0,0,0,No,No,No,No,No,720,8000
alcatel,OT-E101,Yes,No,No,69,Mini,1.3,96,64,No,1,0,0,0,0,No,No,No,No,No,720,8000
